isi_unique_article_identifier, doi, authors_raw, authors_clean, authors_excluded, title, publication_year
"000361858000001","10.1021/acssynbio.5b00004","Beyer, Hannes M; Herbst, Kathrin; Juillot, Samuel; Mueller, Konrad; Nagy, Ferenc; Roemer, Winfried; Samodelov, Sophia L; Schaefer, Eberhard; Schamel, Wolfgang W; Straehle, Uwe; Weber, Wilfried; Zurbriggen, Matias D","Beyer, Hannes M; Herbst, Kathrin; Juillot, Samuel; Mueller, Konrad; Nagy, Ferenc; Roemer, Winfried; Samodelov, Sophia L; Schaefer, Eberhard; Schamel, Wolfgang W; Straehle, Uwe; Weber, Wilfried; Zurbriggen, Matias D","","Red Light-Regulated Reversible Nuclear Localization of Proteins in Mammalian Cells and Zebrafish","2015"
"000361858000003","10.1021/sb500302y","Leonard, Joshua N; Pitner, Ragan A; Scarpelli, Andrew H","Leonard, Joshua N; Pitner, Ragan A; Scarpelli, Andrew H","","Regulation of Bacterial Gene Expression by Protease-Alleviated Spatial Sequestration (PASS","2015"
"000361858000004","10.1021/sb500366v","Cervantes, Bernardo; DeLoache, William C; Dueber, John E; Lee, Michael E","Cervantes, Bernardo; DeLoache, William C; Dueber, John E; Lee, Michael E","","A Highly Characterized Yeast Toolkit for Modular, Multipart Assembly","2015"
"000361858000005","10.1021/acssynbio.5b00012","Cress, Brady F; Englaender, Jacob A; Guleria, Sanjay; Jones, J Andrew; Koffas, Mattheos A G; Lebovich, Matthew; Linhardt, Robert J; Stieglitz, Jessica T; Toparlak, Oe Duhan","Cress, Brady F; Englaender, Jacob A; Guleria, Sanjay; Jones, J Andrew; Koffas, Mattheos A G; Lebovich, Matthew; Linhardt, Robert J; Stieglitz, Jessica T; Toparlak, Oe Duhan","","CRISPathBrick: Modular Combinatorial Assembly of Type II-A CRISPR Arrays for dCas9-Mediated Multiplex Transcriptional Repression in E-coli","2015"
"000361858000006","10.1021/acssynbio.5b00016","Barton, Katherine W; Luo, Yunzi; Zhang, Lu; Zhao, Huimin","Barton, Katherine W; Luo, Yunzi; Zhang, Lu; Zhao, Huimin","","Systematic Identification of a Panel of Strong Constitutive Promoters from Streptomyces albus","2015"
"000361858000007","10.1021/acssynbio.5b00037","Asensio, Michael A; Francis, Matthew B; Glasgow, Jeff E; Jakobson, Christopher M; Tullman-Ercek, Danielle","Asensio, Michael A; Francis, Matthew B; Glasgow, Jeff E; Jakobson, Christopher M; Tullman-Ercek, Danielle","","Influence of Electrostatics on Small Molecule Flux through a Protein Nanoreactor","2015"
"000361731100001","10.1016/j.ymben.2015.05.007","Herrgard, Markus J; Zhuang, Kai H","Herrgard, Markus J; Zhuang, Kai H","","Multi-scale exploration of the technical, economic, and environmental dimensions of bio-based chemical production","2015"
"000361731100002","10.1016/j.ymben.2015.06.006","Chen, Tao; Huang, Can; Li, Yifan; Lin, Zhenquan; Tang, Ya-Jie; Wang, Zhiwen; Zhang, Yan; Zhao, Xueming","Chen, Tao; Huang, Can; Li, Yifan; Lin, Zhenquan; Tang, Ya-Jie; Wang, Zhiwen; Zhang, Yan; Zhao, Xueming","","Metabolic engineering of Escherichia coli using CRISPR-Cas9 meditated genome editing","2015"
"000361731100004","10.1016/j.ymben.2015.06.008","Evans, Trent; Liu, Di; Zhang, Fuzhong","Evans, Trent; Liu, Di; Zhang, Fuzhong","","Applications and advances of metabolite biosensors for metabolic engineering","2015"
"000361731100008","10.1016/j.ymben.2015.06.010","Siddiqui, Michael S; Smolke, Christina D; Thodey, Kate; Trenchard, Isis J","Siddiqui, Michael S; Smolke Christina D.; Thodey, Kate; Trenchard, Isis","","De novo production of the key branch point benzylisoquinoline alkaloid reticuline in yeast","2015"
"000361731100013","10.1016/j.ymben.2015.06.011","McNerney, Monica P; Styczynski, Mark P; Watstein, Daniel M","McNerney, Monica P; Styczynski, Mark P; Watstein, Daniel M","","Precision metabolic engineering: The design of responsive, selective, and controllable metabolic systems","2015"
"000361731100018","10.1016/j.ymben.2015.06.007","McNerney, Monica P; Styczynski, Mark P; Watstein, Daniel M","McNerney, Monica P; Styczynski, Mark P; Watstein, Daniel M","","Precise metabolic engineering of carotenoid biosynthesis in Escherichia coli towards a low-cost biosensor","2015"
"000361731100020","10.1016/j.ymben.2015.08.004","Myling-Petersen, Nils; Rugbjerg, Peter; Sommer, Morten O A","Myling-Petersen, Nils; Rugbjerg, Peter; Sommer, Morten Otto Alexander","","Flexible metabolic pathway construction using modular and divisible selection gene regulators","2015"
"000361395700012","10.1093/bioinformatics/btv217","Klamt, Steffen; Mahadevan, Radhakrishnan; von Kamp, Axel","Klamt, Steffen; Mahadevan, Radhakrishnan; von Kamp, Axel","","Genome-scale strain designs based on regulatory minimal cut sets","2015"
"000361466200437","","Beder, Johannes; Borodina, Irina; Dam, Marie Inger; Holkenbrink, Carina","Beder, Johannes; Borodina, Irina; Dam, Marie Inger; Holkenbrink, Carina","","Synthetic biology tools for fast and reliable strain engineering in the oleaginous yeast Yarrowia lipolytica","2015"
"000361061600017","10.1002/ad.1961","Oxman, Neri","Oxman, Neri","","Templating Design for Biology and Biology for Design","2015"
"000360770400001","10.1007/s12155-015-9660-8","Davison, Brian H; Nordahl, Kristy; Phillips, Margaret F; Rogers, Tamara S; Simmons, Blake A; Slater, Steven C","Davison, Brian H; Nordahl, Kristy; Phillips, Margaret F; Rogers, Tamara S; Simmons, Blake A; Slater, Steven C","Nordahl, Kristy; Phillips, Margaret F; Rogers, Tamara S; Simmons, Blake A; Slater, Steven C","The DOE Bioenergy Research Centers: History, Operations, and Scientific Output","2015"
"000361091000006","","Anonymous","Anonymous","Anonymous","Synthetic Biology Reaches a Milestone","2015"
"000361113000020","10.1016/j.str.2015.07.008","Arbing, Mark A; DeVore, Natasha; Leibly, David J; Pashkov, Inna; Terwilliger, Thomas C; Waldo, Geoffrey S; Yeates, Todd O","Arbing, Mark A; DeVore, Natasha; Leibly, David J; Pashkov, Inna; Terwilliger, Thomas C; Waldo, Geoffrey S; Yeates, Todd O","","A Suite of Engineered GFP Molecules for Oligomeric Scaffolding","2015"
"000360716200003","","Dorado-Morales, Pedro; Koenig, Harald; Porcar, Manuel","Dorado-Morales, Pedro; Koenig, Harald; Porcar, Manuel","","Responsibility and intellectual property in synthetic biology A proposal for using Responsible Research and Innovation as a basic framework for intellectual property decisions in synthetic biology","2015"
"000360312100004","10.1002/chem.201501229","Brea, Roberto J; Devaraj, Neal K; Hardy, Michael D","Brea, Roberto J; Devaraj, Neal K; Hardy, Michael D","","Towards Self-Assembled Hybrid Artificial Cells: Novel Bottom-Up Approaches to Functional Synthetic Membranes","2015"
"000360231000001","10.1111/jam.12871","Gupta, P; Phulara, S C","Gupta, P; Phulara, S C","","Metabolic engineering for isoprenoid-based biofuel production","2015"
"000360342100009","10.1038/nrm4014","Baldwin, Geoffrey S; Casini, Arturo; Ellis, Tom; Storch, Marko","Baldwin, Geoffrey S; Casini, Arturo; Ellis, Tom; Storch, Marko","","Bricks and blueprints: methods and standards for DNA assembly","2015"
"000360087900012","10.1007/s00253-015-6496-2","Kitaoka, Naoki; Peters, Reuben J; Wu, Yisheng; Xu, Meimei","Kitaoka, Naoki; Peters, Reuben J; Wu, Yisheng; Xu, Meimei","","Optimization of recombinant expression enables discovery of novel cytochrome P450 activity in rice diterpenoid biosynthesis","2015"
"000359954700008","10.1038/NCHEMBIO.1893","Kim, Eunji; Moore, Bradley S; Yoon, Yeo Joon","Kim, Eunji; Moore, Bradley S; Yoon, Yeo Joon","","Reinvigorating natural product combinatorial biosynthesis with synthetic biology","2015"
"000359954700009","10.1038/NCHEMBIO.1883","Weissman, Kira J","Weissman, Kira J","","The structural biology of biosynthetic megaenzymes","2015"
"000359954900006","10.1038/nrg3956","Haimovich, Adrian D; Isaacs, Farren J; Muir, Paul","Haimovich, Adrian D; Isaacs Farren Justin; Muir, Paul","","Genomes by design","2015"
"000359954900005","10.1038/nrg3995","Osorio, Joana","Osorio, Joana","","SYNTHETIC BIOLOGY UBER - a portable system for cross-species genetic engineering","2015"
"000359421800006","10.1007/s10441-015-9262-z","Chaigneau, Pierre; Doursat, Rene; Petitot, Jean; Varenne, Franck","Chaigneau, Pierre; Doursat, Rene; Petitot, Jean; Varenne, Franck","","Programming the Emergence in Morphogenetically Architected Complex Systems","2015"
"000359421800007","10.1007/s10441-015-9258-8","Amar, Patrick; Courbet, Alexis; Molina, Franck","Amar, Patrick; Courbet, Alexis; Molina, Franck","","Computing with Synthetic Protocells","2015"
"000359421800008","10.1007/s10441-015-9265-9","Basso-Blandin, Adrien; Delaplace, Franck","Basso-Blandin, Adrien; Delaplace, Franck","","Towards a Behavioral-Matching Based Compilation of Synthetic Biology Functions","2015"
"000358640600014","10.1002/bit.25594","Cai, You-sheng; Chen, Wenqing; Deng, Zixin; Feng, Xuan; Li, Shunying; Liu, Jin; Qi, Jianzhao; Qiu, Guofu; Wan, Dan; Wang, Yinghu; Wu, Pan; Yang, Sheng-ping","Cai, You-sheng; Chen, Wenqing; Deng, Zixin; Feng, Xuan; Li, Shunying; Liu, Jin; Qi, Jianzhao; Qiu, Guofu; Wan, Dan; Wang, Yinghu; Wu, Pan; Yang, Sheng-ping","","Metabolic engineering of an industrial polyoxin producer for the targeted overproduction of designer nucleoside antibiotics","2015"
"000360685600003","10.1083/jcb.201506125","Schwille, Petra","Schwille, Petra","","Jump-starting life? Fundamental aspects of synthetic biology","2015"
"000360599700012","","Ginsberg, Alexandra Daisy; Webb, Jeremy","Ginsberg, Alexandra Daisy; Webb, Jeremy","","Synthetic biology needs a grand vision","2015"
"000360646800056","10.1126/science.aaa3794","Bennett, Matthew R; Chen, Ye; Hirning, Andrew J; Josic, Kresimir; Kim, Jae Kyoung","Bennett, Matthew R; Chen, Ye; Hirning, Andrew J; Josic, Kresimir; Kim, Jae Kyoung","","Emergent genetic oscillations in a synthetic microbial consortium","2015"
"000360867500003","10.1016/j.vaccine.2015.06.090","Ampofo, William K; Azziz-Baumgartner, Eduardo; Bashir, Uzma; Cox, Nancy J; Fasce, Rodrigo; Giovanni, Maria; Grohmann, Gary; Huang, Sue; Katz, Jackie; Mironenko, Alla; MokhtariAzad, Talat; Rahman, Mahmudur; Sasono, Pretty Multihartina; Sawanpanyalert, Pathom; Siqueira, Marilda; Waddell, Anthony L; Waiboci, Lillian; Wood, John; Zhang, Wenqing; Ziegler, Thedi","Ampofo, William K; Azziz-Baumgartner, Eduardo; Bashir, Uzma; Cox, Nancy J; Fasce, Rodrigo; Giovanni, Maria; Grohmann, Gary; Huang, Sue; Katz, Jackie; Mironenko, Alla; MokhtariAzad, Talat; Rahman, Mahmudur; Sasono, Pretty Multihartina; Sawanpanyalert, Pathom; Siqueira, Marilda; Waddell, Anthony L; Waiboci, Lillian; Wood, John; Zhang, Wenqing; Ziegler, Thedi","","Strengthening the influenza vaccine virus selection and development process Report of the 3rd WHO Informal Consultation for Improving Influenza Vaccine Virus Selection held at WHO headquarters, Geneva, Switzerland, 1-3 April 2014","2015"
"000360005600013","10.1073/pnas.1514230112","DiMaio, Daniel; Edwards, Anne P B; Engelman, Donald M; Federman, Ross S; Heim, Erin N; Karabadzhak, Alexander G; Marston, Jez L; Petti, Lisa M","DiMaio, Daniel; Edwards, Anne P B; Engelman, Donald M; Federman, Ross S; Heim, Erin N; Karabadzhak, Alexander G; Marston, Jez L; Petti, Lisa M","","Biologically active LIL proteins built with minimal chemical diversity","2015"
"000360588200003","10.1093/nar/gkv326","El-Baba, Marie Daoud; Fussenegger, Martin; Wang, Hui; Xie, Mingqi; Ye, Haifeng","Baba, Marie Daoud-El; Fussenegger, Martin; Wang, Hui; Xie, Mingqi; Ye, Haifeng","","Cosmetics-triggered percutaneous remote control of transgene expression in mice","2015"
"000359738300068","10.1073/pnas.1504483112","David, Yael; Holt, Matthew T; Jeon, Jongcheol; Kim, Jaehoon; Muir, Tom W; Pollock, Sam; Roeder, Robert G; Tang, Zhanyun","David, Yael; Holt, Matthew T; Jeon, Jongcheol; Kim, Jaehoon; Muir, Tom W; Pollock, Sam; Roeder, Robert G; Tang, Zhanyun","","Identification of a functional hotspot on ubiquitin required for stimulation of methyltransferase activity on chromatin","2015"
"000360215100014","10.1002/anie.201504731","Benner, Steven A; Hernandez, Armando R; Herrou, Julien; Hoshika, Shuichi; Kim, Hyo-Joong; Kim, Myong-Jung; Piccirilli, Joseph A; Shao, Yaming; Shelke, Sandip A; Yang, Zunyi","Benner Steven A; Hernandez, Armando R; Herrou, Julien; Hoshika, Shuichi; Kim, Hyo-Joong; Kim, Myong-Jung; Piccirilli, Joseph A; Shao, Yaming; Shelke, Sandip A; Yang, Zunyi","","A Crystal Structure of a Functional RNA Molecule Containing an Artificial Nucleobase Pair","2015"
"000360215100053","10.1002/anie.201502868","Aerni, Hans-Rudolf; Budisa, Nediljko; Darmon, Elise; Durkin, Patrick; Hoesl, Michael Georg; Leach, David; Oehm, Stefan; Peil, Lauri; Rappsilber, Juri; Rinehart, Jesse; Soell, Dieter","Aerni, Hans-Rudolf; Budisa, Nediljko; Darmon, Elise; Durkin, Patrick; Hoesl, Michael Georg; Leach, David; Oehm, Stefan; Peil, Lauri; Rappsilber, Juri; Rinehart, Jesse; Soell, Dieter","","Chemical Evolution of a Bacterial Proteome","2015"
"000359415100009","","Service, Robert F","Service, Robert F","Service, Robert F","SYNTHETIC BIOLOGY Modified yeast produce opiates from sugar","2015"
"000359816500001","10.3389/fmicb.2015.00826","Aracic, Sanja; Franks, Ashley E; Mann, Guelay; Manna, Sam; Petrovski, Steve; Wiltshire, Jennifer L","Aracic, Sanja; Franks, Ashley E; Mann, Guelay; Manna, Sam; Petrovski, Steve; Wiltshire, Jennifer L","","Innovative biological approaches for monitoring and improving water quality","2015"
"000359339600001","10.1186/s13036-015-0011-2","Hennig, Stefan; Ostermann, Kai; Roedel, Gerhard","Hennig, Stefan; Ostermann, Kai; Roedel, Gerhard","","Artificial cell-cell communication as an emerging tool in synthetic biology applications","2015"
"000359209000001","10.1186/s13071-015-0996-x","Beisel, Uli; Boete, Christophe; Castro, Luisa Reis; Cesard, Nicolas; Reeves, R Guy","Beisel, Uli; Boete, Christophe; Castro, Luisa Reis; Cesard, Nicolas; Reeves, R Guy","","Engaging scientists: An online survey exploring the experience of innovative biotechnological approaches to controlling vector-borne diseases","2015"
"000356450400011","10.1016/j.jbiotec.2015.04.028","Hong, Soon Ho; Lee, Seung Hwan; Park, Si Jae; Pham, Van Dung","Hong, Soon Ho; Lee, Seung Hwan; Park, Si Jae; Pham, Van Dung","","Production of gamma-aminobutyric acid from glucose by introduction of synthetic scaffolds between isocitrate dehydrogenase, glutamate synthase and glutamate decarboxylase in recombinant Escherichia coli","2015"
"000359105200001","10.1186/s13059-015-0703-4","Annaluru, Narayana; Chandrasegaran, Srinivasan; Ramalingam, Sivaprakash","Annaluru, Narayana; Chandrasegaran, Srinivasan; Ramalingam, Sivaprakash","","Rewriting the blueprint of life by synthetic genomics and genome engineering (vol 16, 125, 2015","2015"
"000359002300028","","Puglisi, Joseph D","Puglisi, Joseph D","","SYNTHETIC BIOLOGY Ribosomal ties that bind","2015"
"000357875300009","10.1098/rsfs.2015.0038","Bassereau, Patricia; Lagny, Thibaut J","Bassereau, Patricia; Lagny, Thibaut J","","Bioinspired membrane-based systems for a physical approach of cell organization and dynamics: usefulness and limitations","2015"
"000357875300008","10.1098/rsfs.2015.0035","Colin, Pierre-Yves; Hollfelder, Florian; van Vliet, Liisa D","Colin, Pierre-Yves; Hollfelder, Florian; van Vliet, Liisa D","","Bioinspired genotype-phenotype linkages: mimicking cellular compartmentalization for the engineering of functional proteins","2015"
"000358901500002","10.1186/s13068-015-0294-z","Borirak, Orawan; de Koning, Leo J; de Koster, Chris G; Dekker, Henk L; Hellingwerf, Klaas J; Hoefsloot, Huub C J; Roseboom, Winfried; van der Woude, Aniek D","Borirak, Orawan; de Koning, Leo J; de Koster, Chris G; Dekker, Henk L; Hellingwerf Klaas Jan; Hoefsloot, Huub C J; Roseboom, Winfried; van der Woude, Aniek D","","Quantitative proteomics analysis of an ethanol- and a lactate-producing mutant strain of Synechocystis sp PCC6803","2015"
"000359107400003","10.1038/srep12795","Margaliot, Michael; Poker, Gilad; Tuller, Tamir","Margaliot, Michael; Poker, Gilad; Tuller, Tamir","","Sensitivity of mRNA Translation","2015"
"000365362400003","10.1016/j.sbi.2015.04.008","Dodevski, Igor; Markou, George C; Sarkar, Casim A","Dodevski, Igor; Markou, George C; Sarkar, Casim A","","Conceptual and methodological advances in cell-free directed evolution","2015"
"000365362400005","10.1016/j.sbi.2015.05.009","Bartlett, Gail J; Burton, Antony J; Heal, Jack W; Niitsu, Ai; Thomson, Andrew R; Wood, Christopher W; Woolfson, Derek N","Bartlett, Gail J; Burton, Antony J; Heal, Jack W; Niitsu, Ai; Thomson, Andrew R; Wood, Christopher W; Woolfson, Derek N","","De novo protein design: how do we expand into the universe of possible protein structures","2015"
"000362358100002","10.1088/1748-3190/10/4/043001","Challiss, R A J; Cole, M; Gardeniers, J G E; Gardner, J W; Guerrero, A; Hansson, B S; Olsson, S B; pearce, T C","Challiss, R A J; Cole, M; Gardeniers, J G E; Gardner, J W; Guerrero, A; Hansson, B S; Olsson, S B; pearce, T C","","Biosynthetic infochemical communication","2015"
"000362574300010","10.1093/femspd/ftv041","Calcutt, Michael J; Foecking, Mark F","Calcutt, Michael J; Foecking, Mark F","","Comparative analysis of the Mycoplasma capricolum subsp capricolum GM508D genome reveals subrogation of phase-variable contingency genes and a novel integrated genetic element","2015"
"000361970600001","10.1109/TBCAS.2015.2472315","Sarpeshkar, Rahul","Sarpeshkar, Rahul","","Guest Editorial-Special Issue on Synthetic Biology","2015"
"000361970600002","10.1109/TBCAS.2015.2461446","Sarpeshkar, Rahul; Teo, Jonathan J Y; Woo, Sung Sik","Sarpeshkar, Rahul; Teo, Jonathan J Y; Woo, Sung Sik","","Synthetic Biology: A Unifying View and Review Using Analog Circuits","2015"
"000361970600003","10.1109/TBCAS.2015.2458435","Anderson, James; Dolan, James A; Harris, Andreas W K; Kelly, Ciaran L; Papachristodoulou, Antonis","Anderson, James; Dolan, James A; Harris, Andreas W K; Kelly, Ciaran L; Papachristodoulou, Antonis","","Designing Genetic Feedback Controllers","2015"
"000361970600004","10.1109/TBCAS.2015.2451707","Freemont, Paul S; Kopniczky, Margarita B; Moore, Simon J","Freemont, Paul S; Kopniczky, Margarita B; Moore, Simon J","","Multilevel Regulation and Translational Switches in Synthetic Biology","2015"
"000361970600005","10.1109/TBCAS.2015.2461135","Bartley, Bryan; Choi, Kiri; Kim, Kyung Hyuk; Sauro, Herbert M","Bartley, Brian; Choi, Kiri; Kim, Kyung Hyuk; Sauro, Herbert M","","Controlling E. coli Gene Expression Noise","2015"
"000361970600008","10.1109/TBCAS.2015.2446431","Kim, Jaewook; Sarpeshkar, Rahul; Woo, Sung Sik","Kim, Jaewook; Sarpeshkar, Rahul; Woo, Sung Sik","","A Cytomorphic Chip for Quantitative Modeling of Fundamental Bio-Molecular Circuits","2015"
"000361970600010","10.1109/TBCAS.2015.2467214","Carapezza, Giovanni; Costanza, Jole; Nicosia, Giuseppe; Patane, Andrea; Santoro, Andrea","Carapezza, Giovanni; Costanza, Jole; Nicosia, Giuseppe; Patane, Andrea; Santoro, Andrea","","Pareto Optimal Design for Synthetic Biology","2015"
