family_members,family_country,country_name,region,income
US7127379B2,US,United States,Northern America,High income
US7920993B2,US,United States,Northern America,High income
US7920994B2,US,United States,Northern America,High income
US7921105B2,US,United States,Northern America,High income
US7922891B2,US,United States,Northern America,High income
US7923109B2,US,United States,Northern America,High income
US8201724B2,US,United States,Northern America,High income
US8523044B2,US,United States,Northern America,High income
US8846190B2,US,United States,Northern America,High income
US7924059B2,US,United States,Northern America,High income
US7927595B1,US,United States,Northern America,High income
US7927794B2,US,United States,Northern America,High income
US7932080B2,US,United States,Northern America,High income
US8883486B2,US,United States,Northern America,High income
US6824987B1,US,United States,Northern America,High income
US7932213B2,US,United States,Northern America,High income
US7939170B2,US,United States,Northern America,High income
US7951453B2,US,United States,Northern America,High income
US7939331B2,US,United States,Northern America,High income
US9733213B2,US,United States,Northern America,High income
US7943179B2,US,United States,Northern America,High income
US7238485B2,US,United States,Northern America,High income
US7625706B2,US,United States,Northern America,High income
US7947454B2,US,United States,Northern America,High income
US8673556B2,US,United States,Northern America,High income
US7947483B2,US,United States,Northern America,High income
US8470582B2,US,United States,Northern America,High income
US7947703B2,US,United States,Northern America,High income
US7951558B2,US,United States,Northern America,High income
US7951912B2,US,United States,Northern America,High income
US8519095B2,US,United States,Northern America,High income
US9120892B2,US,United States,Northern America,High income
US9683081B2,US,United States,Northern America,High income
US7951918B2,US,United States,Northern America,High income
US7960142B2,US,United States,Northern America,High income
US8892364B2,US,United States,Northern America,High income
US7955824B2,US,United States,Northern America,High income
US8030503B2,US,United States,Northern America,High income
US7960509B2,US,United States,Northern America,High income
US8129141B2,US,United States,Northern America,High income
US8501437B2,US,United States,Northern America,High income
US8772456B2,US,United States,Northern America,High income
US7960511B2,US,United States,Northern America,High income
US7960543B2,US,United States,Northern America,High income
US7970547B2,US,United States,Northern America,High income
US7977075B2,US,United States,Northern America,High income
US8383374B2,US,United States,Northern America,High income
US7981428B2,US,United States,Northern America,High income
US8030029B2,US,United States,Northern America,High income
US7981650B2,US,United States,Northern America,High income
US7982096B2,US,United States,Northern America,High income
US7987056B2,US,United States,Northern America,High income
US8467975B2,US,United States,Northern America,High income
US7989169B2,US,United States,Northern America,High income
US7989181B2,US,United States,Northern America,High income
US7994281B2,US,United States,Northern America,High income
US7994593B2,US,United States,Northern America,High income
US9170228B2,US,United States,Northern America,High income
US8003125B2,US,United States,Northern America,High income
US8003374B2,US,United States,Northern America,High income
US8013216B2,US,United States,Northern America,High income
US8017839B2,US,United States,Northern America,High income
US8258371B2,US,United States,Northern America,High income
US8273958B2,US,United States,Northern America,High income
US8022178B2,US,United States,Northern America,High income
US8026085B2,US,United States,Northern America,High income
US8252559B2,US,United States,Northern America,High income
US8026386B2,US,United States,Northern America,High income
US8455683B2,US,United States,Northern America,High income
US9365874B2,US,United States,Northern America,High income
US8030064B2,US,United States,Northern America,High income
US8034923B1,US,United States,Northern America,High income
US8039582B2,US,United States,Northern America,High income
US8048658B2,US,United States,Northern America,High income
US8049814B2,US,United States,Northern America,High income
US8553143B2,US,United States,Northern America,High income
US8051493B2,US,United States,Northern America,High income
